course_name,comment_text,grade_score,course_rating,sentiment_label
Art of Negotiation,Loved the depth and historical insights!,95.93,2,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",55.17,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,98.75,3,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",78.86,2,-1
Art of Negotiation,Loved the depth and historical insights!,53.29,4,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",90.91,1,-1
Art of Negotiation,A good mix of lectures and assignments.,52.37,5,-1
Art of Negotiation,"Brilliant explanations, very engaging!",97.72,2,1
Art of Negotiation,"Brilliant explanations, very engaging!",84.49,5,1
Art of Negotiation,The quizzes were unclear and frustrating.,40.22,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",94.92,5,0
Art of Negotiation,Excellent content but too fast-paced.,69,3,1
Art of Negotiation,Excellent content but too fast-paced.,82.47,4,1
Art of Negotiation,A good mix of lectures and assignments.,92.04,2,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",66.09,1,-1
Art of Negotiation,A good mix of lectures and assignments.,57.97,4,-1
Art of Negotiation,Excellent content but too fast-paced.,92.43,2,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",57.91,3,-1
Art of Negotiation,The quizzes were unclear and frustrating.,43.11,4,-1
Art of Negotiation,A good mix of lectures and assignments.,51.51,5,-1
Art of Negotiation,Excellent content but too fast-paced.,44.69,2,1
Art of Negotiation,"Neutral feeling, nothing special.",55.87,3,0
Art of Negotiation,The quizzes were unclear and frustrating.,87.61,3,-1
Art of Negotiation,Excellent content but too fast-paced.,83.09,1,1
Art of Negotiation,"Neutral feeling, nothing special.",48.87,3,0
Art of Negotiation,"Neutral feeling, nothing special.",53.78,2,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",68.26,5,-1
Art of Negotiation,"Brilliant explanations, very engaging!",53.46,1,1
Art of Negotiation,"Neutral feeling, nothing special.",84.09,4,0
Art of Negotiation,"Neutral feeling, nothing special.",67.72,4,0
Art of Negotiation,"Hard to follow, needs better structure.",50.02,1,-1
Art of Negotiation,A good mix of lectures and assignments.,85.7,3,-1
Art of Negotiation,Loved the depth and historical insights!,91.65,5,1
Art of Negotiation,The quizzes were unclear and frustrating.,86.7,4,-1
Art of Negotiation,Loved the depth and historical insights!,50.94,5,1
Art of Negotiation,The quizzes were unclear and frustrating.,76.79,2,-1
Art of Negotiation,The quizzes were unclear and frustrating.,43.17,4,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,99.5,3,-1
Art of Negotiation,The quizzes were unclear and frustrating.,87.5,5,-1
Art of Negotiation,Excellent content but too fast-paced.,89.27,3,1
Art of Negotiation,"Hard to follow, needs better structure.",48.35,2,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,90.73,3,-1
Art of Negotiation,Excellent content but too fast-paced.,72.39,3,1
Art of Negotiation,Excellent content but too fast-paced.,87.06,4,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",50.04,4,-1
Art of Negotiation,A good mix of lectures and assignments.,62.77,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",93.3,2,-1
Art of Negotiation,The course is very informative and the instructor is great.,75.15,5,1
Art of Negotiation,"Brilliant explanations, very engaging!",40.23,2,1
Art of Negotiation,The course is very informative and the instructor is great.,81.14,2,1
Art of Negotiation,The course is very informative and the instructor is great.,91.5,4,1
Art of Negotiation,Loved the depth and historical insights!,80.26,4,1
Art of Negotiation,Excellent content but too fast-paced.,40.66,3,1
Art of Negotiation,"Brilliant explanations, very engaging!",78.41,2,1
Art of Negotiation,"Hard to follow, needs better structure.",60.27,4,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,78.67,4,-1
Art of Negotiation,Loved the depth and historical insights!,71.62,3,1
Art of Negotiation,"Neutral feeling, nothing special.",59.64,5,0
Art of Negotiation,Loved the depth and historical insights!,60.68,5,1
Art of Negotiation,Excellent content but too fast-paced.,58.69,1,1
Art of Negotiation,The quizzes were unclear and frustrating.,42.71,5,-1
Art of Negotiation,The quizzes were unclear and frustrating.,47.9,1,-1
Art of Negotiation,"Hard to follow, needs better structure.",50.21,1,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,85.25,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",61.63,5,0
Art of Negotiation,The course is very informative and the instructor is great.,91.77,5,1
Art of Negotiation,Loved the depth and historical insights!,61.32,5,1
Art of Negotiation,"Hard to follow, needs better structure.",97.06,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,67.78,5,1
Art of Negotiation,"Neutral feeling, nothing special.",82.37,1,0
Art of Negotiation,The course is very informative and the instructor is great.,67.38,4,1
Art of Negotiation,Excellent content but too fast-paced.,44.22,4,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",62.9,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",59.91,2,0
Art of Negotiation,"Hard to follow, needs better structure.",99.07,5,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,58.21,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",57.79,3,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,75.18,3,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",87.5,2,-1
Art of Negotiation,"Brilliant explanations, very engaging!",95.22,4,1
Art of Negotiation,"Neutral feeling, nothing special.",50.97,3,0
Art of Negotiation,"Hard to follow, needs better structure.",74.88,1,-1
Art of Negotiation,The quizzes were unclear and frustrating.,46.28,4,-1
Art of Negotiation,A good mix of lectures and assignments.,55.16,4,-1
Art of Negotiation,A good mix of lectures and assignments.,96.15,2,-1
Art of Negotiation,"Brilliant explanations, very engaging!",98.07,4,1
Art of Negotiation,A good mix of lectures and assignments.,86.91,5,-1
Art of Negotiation,The course is very informative and the instructor is great.,78.6,2,1
Art of Negotiation,"Neutral feeling, nothing special.",88.37,4,0
Art of Negotiation,"Hard to follow, needs better structure.",49.06,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",81.23,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",87.07,4,0
Art of Negotiation,The course is very informative and the instructor is great.,53.26,4,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",78.67,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",97.12,2,0
Art of Negotiation,Excellent content but too fast-paced.,44.92,4,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",77.16,4,-1
Art of Negotiation,"Hard to follow, needs better structure.",43.43,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",74.72,5,0
Art of Negotiation,"Hard to follow, needs better structure.",88.08,1,-1
Art of Negotiation,The quizzes were unclear and frustrating.,95.09,2,-1
Art of Negotiation,The course is very informative and the instructor is great.,60.06,5,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,74.88,3,-1
Art of Negotiation,"Brilliant explanations, very engaging!",88.38,2,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",75.8,3,-1
Art of Negotiation,"Neutral feeling, nothing special.",96.17,5,0
Art of Negotiation,The quizzes were unclear and frustrating.,44.25,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,44.85,4,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,53.61,5,-1
Art of Negotiation,The course is very informative and the instructor is great.,94.93,2,1
Art of Negotiation,The quizzes were unclear and frustrating.,50.89,3,-1
Art of Negotiation,Loved the depth and historical insights!,94.74,2,1
Art of Negotiation,The quizzes were unclear and frustrating.,61.9,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",59.19,2,-1
Art of Negotiation,Loved the depth and historical insights!,84.27,1,1
Art of Negotiation,"Hard to follow, needs better structure.",85.8,3,-1
Art of Negotiation,A good mix of lectures and assignments.,99.49,1,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,79.22,5,-1
Art of Negotiation,Excellent content but too fast-paced.,94.81,1,1
Art of Negotiation,Loved the depth and historical insights!,63.09,3,1
Art of Negotiation,The course is very informative and the instructor is great.,97.49,2,1
Art of Negotiation,A good mix of lectures and assignments.,90.52,3,-1
Art of Negotiation,The quizzes were unclear and frustrating.,88.31,5,-1
Art of Negotiation,A good mix of lectures and assignments.,68.74,2,-1
Art of Negotiation,Excellent content but too fast-paced.,62.23,5,1
Art of Negotiation,Excellent content but too fast-paced.,82.28,3,1
Art of Negotiation,The course is very informative and the instructor is great.,70.44,5,1
Art of Negotiation,The quizzes were unclear and frustrating.,85.41,5,-1
Art of Negotiation,"Hard to follow, needs better structure.",51.74,5,-1
Art of Negotiation,"Hard to follow, needs better structure.",41.46,3,-1
Art of Negotiation,A good mix of lectures and assignments.,81.57,2,-1
Art of Negotiation,The quizzes were unclear and frustrating.,74.83,1,-1
Art of Negotiation,"Neutral feeling, nothing special.",47.33,5,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,82.21,4,-1
Art of Negotiation,A good mix of lectures and assignments.,95.2,4,-1
Art of Negotiation,Excellent content but too fast-paced.,54.32,4,1
Art of Negotiation,"Brilliant explanations, very engaging!",53.28,2,1
Art of Negotiation,"Neutral feeling, nothing special.",46.44,2,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",86.47,3,-1
Art of Negotiation,The course is very informative and the instructor is great.,91.8,1,1
Art of Negotiation,"Hard to follow, needs better structure.",67.69,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,69.42,3,1
Art of Negotiation,"Neutral feeling, nothing special.",62.02,5,0
Art of Negotiation,Excellent content but too fast-paced.,91.28,5,1
Art of Negotiation,"Neutral feeling, nothing special.",80.5,4,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,87.34,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,63.72,5,1
Art of Negotiation,Loved the depth and historical insights!,85.16,1,1
Art of Negotiation,A good mix of lectures and assignments.,71.89,2,-1
Art of Negotiation,"Neutral feeling, nothing special.",73.77,1,0
Art of Negotiation,Excellent content but too fast-paced.,51.29,3,1
Art of Negotiation,"Neutral feeling, nothing special.",90.79,5,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",79.88,3,-1
Art of Negotiation,"Hard to follow, needs better structure.",41.83,2,-1
Art of Negotiation,The course is very informative and the instructor is great.,83.8,1,1
Art of Negotiation,"Neutral feeling, nothing special.",52.29,5,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,88.98,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",53.5,2,0
Art of Negotiation,"Brilliant explanations, very engaging!",82.8,2,1
Art of Negotiation,A good mix of lectures and assignments.,85.23,5,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,48.82,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",92.43,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",71.07,4,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,67.22,5,-1
Art of Negotiation,A good mix of lectures and assignments.,92.11,5,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,84.99,5,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,60.06,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",84.05,2,-1
Art of Negotiation,The course is very informative and the instructor is great.,89.79,3,1
Art of Negotiation,"Hard to follow, needs better structure.",42.06,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",46.75,4,-1
Art of Negotiation,Loved the depth and historical insights!,62.58,5,1
Art of Negotiation,Excellent content but too fast-paced.,80.84,2,1
Art of Negotiation,"Hard to follow, needs better structure.",66.17,1,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,79.55,4,-1
Art of Negotiation,Excellent content but too fast-paced.,54.94,1,1
Art of Negotiation,Excellent content but too fast-paced.,44.69,5,1
Art of Negotiation,"Brilliant explanations, very engaging!",52.44,2,1
Art of Negotiation,The course is very informative and the instructor is great.,67.97,4,1
Art of Negotiation,Loved the depth and historical insights!,85.63,2,1
Art of Negotiation,Excellent content but too fast-paced.,62.47,1,1
Art of Negotiation,The quizzes were unclear and frustrating.,95.39,4,-1
Art of Negotiation,"Hard to follow, needs better structure.",89.04,5,-1
Art of Negotiation,Loved the depth and historical insights!,40.12,1,1
Art of Negotiation,Excellent content but too fast-paced.,61.48,2,1
Art of Negotiation,The course is very informative and the instructor is great.,64.03,5,1
Art of Negotiation,Loved the depth and historical insights!,81.13,2,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",76.99,2,-1
Art of Negotiation,A good mix of lectures and assignments.,66.53,4,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,97.83,3,-1
Art of Negotiation,The quizzes were unclear and frustrating.,76.02,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,68.71,3,1
Art of Negotiation,Loved the depth and historical insights!,47.57,5,1
Art of Negotiation,"Hard to follow, needs better structure.",51.94,3,-1
Art of Negotiation,"Neutral feeling, nothing special.",63.22,1,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",44.89,5,-1
Art of Negotiation,The course is very informative and the instructor is great.,46.15,3,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,63,2,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,77.8,3,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,47.7,3,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,98.61,2,-1
Art of Negotiation,Excellent content but too fast-paced.,88.26,4,1
Art of Negotiation,"Brilliant explanations, very engaging!",93.15,5,1
Art of Negotiation,The quizzes were unclear and frustrating.,88.5,3,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",41.9,2,-1
Art of Negotiation,The course is very informative and the instructor is great.,87.92,4,1
Art of Negotiation,Excellent content but too fast-paced.,45.43,1,1
Art of Negotiation,Excellent content but too fast-paced.,68.14,3,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",44.7,3,-1
Art of Negotiation,A good mix of lectures and assignments.,66.54,2,-1
Art of Negotiation,The course is very informative and the instructor is great.,80.99,1,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,50.61,3,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,68.13,4,-1
Art of Negotiation,The quizzes were unclear and frustrating.,45.49,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",81.63,4,0
Art of Negotiation,A good mix of lectures and assignments.,45.11,3,-1
Art of Negotiation,A good mix of lectures and assignments.,47.76,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",81.35,1,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,97.18,2,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",66.56,1,-1
Art of Negotiation,Excellent content but too fast-paced.,72.42,2,1
